suburb,density,property,price,rooms,bedroom,toilets,ensuite,condition,constituency,council,carport,pool,furnished,cottage,power,pbackup,water,wbackup,gated,garden
MABVAZUVA,COMPOUND,CLUSTER,65,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
BUTLER FARM,COMPOUND,CLUSTER,35,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
MABVAZUVA,COMPOUND,CLUSTER,60,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
STONERIDGE,COMPOUND,CLUSTER,35,1,1,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,1,0,0
MABVAZUVA,COMPOUND,CLUSTER,35,1,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
BUTLER FARM,COMPOUND,CLUSTER,45,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
BUTLER FARM,COMPOUND,HOUSE,130,4,2,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
OVERSPILL,COMPOUND,CLUSTER,40,1,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
OVERSPILL,COMPOUND,CLUSTER,35,1,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
OVERSPILL,COMPOUND,CLUSTER,25,1,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
MABVAZUVA,COMPOUND,CLUSTER,25,1,0,1,0,1,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
OVERSPILL,COMPOUND,CLUSTER,70,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
CRESTBREEDERS,COMPOUND,CLUSTER,20,1,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
CRESTBREEDERS,COMPOUND,CLUSTER,20,1,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
CRESTBREEDERS,COMPOUND,CLUSTER,35,1,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
SHEENA FLOWERS,COMPOUND,CLUSTER,40,1,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
MABVAZUVA,COMPOUND,CLUSTER,30,1,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
GARIKAI,COMPOUND,CLUSTER,20,1,0,1,0,1,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
WESTVIEW,COMPOUND,CLUSTER,35,1,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
STONERIDGE,COMPOUND,CLUSTER,20,1,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
GARIKAI,COMPOUND,HOUSE,150,5,2,2,1,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,1,0,0
BUTLER FARM,COMPOUND,HOUSE,145,5,3,2,1,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
BUTLER FARM,COMPOUND,COTTAGE,110,3,0,1,1,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
STONERIDGE,COMPOUND,HOUSE,120,5,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
MAKOMO,COMPOUND,CLUSTER,75,3,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
STONERIDGE,COMPOUND,COTTAGE,60,3,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
STONERIDGE,COMPOUND,CLUSTER,50,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
MAKOMO,COMPOUND,CLUSTER,60,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
STONERIDGE,COMPOUND,CLUSTER,70,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
BUTLER FARM,COMPOUND,COTTAGE,65,3,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
MAKOMO,COMPOUND,COTTAGE,100,3,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
BUTLER FARM,COMPOUND,CLUSTER,55,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
BUTLER FARM,COMPOUND,CLUSTER,40,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
OVERSPILL,COMPOUND,CLUSTER,45,3,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
BUTLER FARM,COMPOUND,COTTAGE,50,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
BUTLER FARM,COMPOUND,CLUSTER,60,2,0,1,0,2,HUNYANI,HARARE MUNICIPALITY,0,0,0,0,0,0,1,0,0,0
OVERSPILL,COMPOUND,CLUSTER,60,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
WESTVIEW,COMPOUND,CLUSTER,40,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
WESTVIEW,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
OVERSPILL,COMPOUND,CLUSTER,55,3,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
STONERIDGE,COMPOUND,CLUSTER,55,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,0,0,0,0
MUGUTA,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
MUGUTA,COMPOUND,CLUSTER,70,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
MUGUTA,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
OVERSPILL,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
OVERSPILL,COMPOUND,CLUSTER,50,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
OVERSPILL,COMPOUND,CLUSTER,60,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
AMSTERDAM PARK,COMPOUND,CLUSTER,60,4,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,0,0,0
AMSTERDAM PARK,COMPOUND,CLUSTER,40,2,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
AMSTERDAM PARK,COMPOUND,CLUSTER,45,2,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,0,0,0
STONERIDGE,COMPOUND,CLUSTER,40,2,0,1,0,1,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
OVERSPILL,COMPOUND,CLUSTER,55,3,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
PENTAGON,COMPOUND,CLUSTER,40,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
PENTAGON,COMPOUND,CLUSTER,70,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
PENTAGON,COMPOUND,CLUSTER,40,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
PENTAGON,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,1,0,0
OVERSPILL,COMPOUND,CLUSTER,50,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
SHUNGU,COMPOUND,CLUSTER,55,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
STONERIDGE,COMPOUND,CLUSTER,60,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
SHUNGU,COMPOUND,CLUSTER,40,2,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
SHUNGU,COMPOUND,CLUSTER,45,2,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
SHUNGU,COMPOUND,CLUSTER,55,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,0,0,0
MUGUTA,COMPOUND,COTTAGE,55,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
PENTAGON,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
STONERIDGE,COMPOUND,CLUSTER,70,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
SHUNGU,COMPOUND,CLUSTER,40,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
ROCKDALE,COMPOUND,CLUSTER,45,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
WESTVIEW,COMPOUND,CLUSTER,50,2,0,1,0,1,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,0,1,0,0
MABVAZUVA,COMPOUND,CLUSTER,60,2,0,1,0,2,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,0,1,0,0,0,0
MABVAZUVA,COMPOUND,CLUSTER,60,1,0,1,0,3,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,1,0,0
MABVAZUVA,COMPOUND,CLUSTER,40,1,0,1,0,3,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
WESTVIEW,COMPOUND,CLUSTER,45,1,0,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
SOLANI,COMPOUND,CLUSTER,55,1,0,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,0,1,0,0,0
SOLANI,COMPOUND,CLUSTER,55,1,0,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,0,0,0
SOLANI,COMPOUND,CLUSTER,45,1,1,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,1,0,0
ROCKDALE,COMPOUND,CLUSTER,70,1,0,1,0,3,EPWORTH NORTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
WESTVIEW,COMPOUND,CLUSTER,40,1,0,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,0,1,0,0
CHURU FARM,COMPOUND,CLUSTER,45,2,0,1,0,2,CHURU,HARARE MUNICIPALITY,0,0,0,0,0,0,0,1,0,0
CHURU FARM,COMPOUND,CLUSTER,50,1,0,1,0,3,CHURU,HARARE MUNICIPALITY,0,0,0,0,1,0,1,1,0,0
MASEKO,COMPOUND,CLUSTER,60,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,0,1,0,0,0,0
MASEKO,COMPOUND,CLUSTER,60,1,0,1,0,3,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
MASEKO,COMPOUND,CLUSTER,40,2,0,1,0,2,EPWORTH SOUTH,EPWORTH LOCAL BOARD,0,0,0,0,1,0,1,0,0,0
